label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir
LatPulldown,,,78.18168640136719,850.6629028320312,369.3083190917969
LatPulldown,,,90.15550994873047,831.3628540039062,361.27740478515625
LatPulldown,,,97.94561767578125,813.1879272460938,365.0935363769531
LatPulldown,,,98.2291259765625,796.31591796875,381.4920349121094
LatPulldown,,,90.60475158691406,782.6952514648438,401.9020690917969
LatPulldown,,,79.44901275634766,774.90576171875,413.36163330078125
LatPulldown,,,68.98091888427734,772.23876953125,408.5271911621094
LatPulldown,,,59.12303924560547,770.3175048828125,391.04034423828125
LatPulldown,,,51.2156982421875,764.4918823242188,372.02899169921875
LatPulldown,,,50.455692291259766,752.0790405273438,361.7503662109375
LatPulldown,,,58.168701171875,733.0457763671875,362.7356262207031
LatPulldown,,,66.41447448730469,709.8955078125,370.8079528808594
LatPulldown,,,63.89960479736328,686.2205810546875,380.59820556640625
LatPulldown,,,47.611263275146484,664.5310668945312,389.07318115234375
LatPulldown,,,22.170705795288086,646.8268432617188,394.01165771484375
LatPulldown,,,-7.176603317260742,634.5584106445312,393.0340881347656
LatPulldown,,,-38.37485122680664,627.2058715820312,384.5789794921875
LatPulldown,,,-72.56159210205078,621.6459350585938,368.58758544921875
LatPulldown,,,-107.0516357421875,616.3046875,349.03662109375
LatPulldown,,,-135.53041076660156,612.0813598632812,332.6160888671875
LatPulldown,,,-153.6215362548828,606.7609252929688,324.77581787109375
LatPulldown,,,-161.2877197265625,597.825927734375,324.92840576171875
LatPulldown,,,-164.03091430664062,585.2853393554688,326.43939208984375
LatPulldown,,,-170.40078735351562,572.3536987304688,321.44476318359375
LatPulldown,,,-188.93310546875,561.84814453125,304.7926330566406
LatPulldown,,,-219.9175567626953,554.6763916015625,279.2182312011719
LatPulldown,,,-252.62921142578125,552.3653564453125,252.7270050048828
LatPulldown,,,-276.75177001953125,554.1771850585938,232.2655029296875
LatPulldown,,,-292.1536865234375,558.2205810546875,219.2360076904297
LatPulldown,,,-307.0096740722656,563.7713012695312,212.07626342773438
LatPulldown,,,-328.3176574707031,572.2246704101562,210.77523803710938
LatPulldown,,,-356.7654724121094,584.8597412109375,213.18777465820312
LatPulldown,,,-386.2708740234375,600.8597412109375,213.32679748535156
LatPulldown,,,-406.9034729003906,618.964599609375,205.22848510742188
LatPulldown,,,-412.66693115234375,637.3494262695312,189.5509490966797
LatPulldown,,,-406.8791198730469,652.8522338867188,172.55514526367188
LatPulldown,,,-398.87567138671875,662.7035522460938,159.57595825195312
LatPulldown,,,-395.1866760253906,666.7320556640625,152.23558044433594
LatPulldown,,,-396.40771484375,667.0174560546875,150.5397491455078
LatPulldown,,,-402.62701416015625,666.1964111328125,154.74093627929688
LatPulldown,,,-415.4366149902344,665.2259521484375,164.56134033203125
LatPulldown,,,-432.3298034667969,663.7393188476562,178.97470092773438
LatPulldown,,,-444.3631286621094,662.41064453125,195.284423828125
LatPulldown,,,-442.47186279296875,663.2758178710938,210.5570831298828
LatPulldown,,,-425.23248291015625,668.8822021484375,223.1246337890625
LatPulldown,,,-398.37603759765625,679.6394653320312,234.16741943359375
LatPulldown,,,-368.86590576171875,694.0515747070312,247.45999145507812
LatPulldown,,,-342.6763610839844,708.6630859375,264.89093017578125
LatPulldown,,,-323.4923095703125,717.772216796875,282.0500793457031
LatPulldown,,,-310.33831787109375,717.6602783203125,289.13751220703125
LatPulldown,,,-299.5447082519531,709.26806640625,278.6852722167969
LatPulldown,,,-290.9991455078125,698.03515625,252.54287719726562
LatPulldown,,,-291.3588562011719,688.0498046875,224.3804931640625
LatPulldown,,,-307.9341125488281,678.4310302734375,212.4989776611328
LatPulldown,,,-338.5623779296875,666.8052368164062,228.5487060546875
LatPulldown,,,-370.8733215332031,652.70263671875,269.7500915527344
LatPulldown,,,-391.880615234375,638.3240966796875,318.8267822265625
LatPulldown,,,-395.4294738769531,626.9095458984375,352.87139892578125
LatPulldown,,,-381.31939697265625,624.0004272460938,353.3034362792969
LatPulldown,,,-351.6244812011719,634.5645751953125,317.55767822265625
LatPulldown,,,-311.3301086425781,654.2816772460938,262.9383544921875
LatPulldown,,,-268.2879333496094,669.1981811523438,217.03475952148438
LatPulldown,,,-228.59112548828125,669.9420776367188,199.93898010253906
LatPulldown,,,-195.68740844726562,662.4053344726562,211.45570373535156
LatPulldown,,,-172.0875244140625,662.5049438476562,237.43283081054688
LatPulldown,,,-159.72938537597656,682.53564453125,264.2311096191406
LatPulldown,,,-160.72830200195312,716.3868408203125,286.28216552734375
LatPulldown,,,-173.98655700683594,742.661376953125,302.11614990234375
LatPulldown,,,-189.81716918945312,744.6393432617188,307.62774658203125
LatPulldown,,,-192.77838134765625,725.51513671875,297.8650817871094
LatPulldown,,,-174.75656127929688,702.909912109375,273.9834289550781
LatPulldown,,,-144.24420166015625,689.3190307617188,246.3462677001953
LatPulldown,,,-117.25398254394531,687.3770141601562,229.1042022705078
LatPulldown,,,-102.04380798339844,699.0621337890625,229.85128784179688
LatPulldown,,,-95.34528350830078,729.2412719726562,246.0817413330078
LatPulldown,,,-90.71337890625,778.6552124023438,271.79827880859375
LatPulldown,,,-86.440185546875,836.9140625,302.4988098144531
LatPulldown,,,-84.25196075439453,886.6580200195312,333.60162353515625
LatPulldown,,,-82.79590606689453,913.5475463867188,357.22357177734375
LatPulldown,,,-73.33414459228516,913.6002197265625,365.38446044921875
LatPulldown,,,-45.93157958984375,894.4107055664062,357.4609680175781
LatPulldown,,,0.44157886505126953,871.5346069335938,340.8262023925781
LatPulldown,,,54.952091217041016,859.945068359375,325.7798156738281
LatPulldown,,,101.72610473632812,865.8593139648438,319.4893798828125
LatPulldown,,,130.11907958984375,885.5101928710938,324.4189453125
LatPulldown,,,138.22132873535156,908.595947265625,339.4913330078125
LatPulldown,,,131.94436645507812,925.0440673828125,360.53021240234375
LatPulldown,,,122.76116943359375,931.6157836914062,381.8702697753906
LatPulldown,,,120.76115417480469,931.3790283203125,398.3135681152344
LatPulldown,,,128.50994873046875,927.8211059570312,407.7538146972656
LatPulldown,,,142.37936401367188,922.5945434570312,409.9939880371094
LatPulldown,,,158.4901123046875,918.4732666015625,404.0700378417969
LatPulldown,,,176.06307983398438,919.8856201171875,389.6184387207031
LatPulldown,,,194.14852905273438,928.1170654296875,370.1211853027344
LatPulldown,,,208.53274536132812,938.3212280273438,354.2668151855469
LatPulldown,,,213.54473876953125,942.8902587890625,350.15069580078125
LatPulldown,,,207.7009735107422,937.6188354492188,358.7591857910156
LatPulldown,,,197.1123504638672,924.0216674804688,373.9556579589844
LatPulldown,,,191.54013061523438,907.5379028320312,387.4026184082031
LatPulldown,,,195.94032287597656,894.4188232421875,394.4124755859375
LatPulldown,,,206.40394592285156,889.9703979492188,395.5942077636719
LatPulldown,,,214.41575622558594,897.4263916015625,395.1824035644531
LatPulldown,,,213.53500366210938,916.0953979492188,397.15411376953125
